student_id,name,course,course_type,year,gender,age,fee_total,fee_paid,fee_pending,fee_status
GTC2479,Student_2479,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2480,Student_2480,BSc,UG,2,Male,20,12000,12000,0,Paid
GTC2481,Student_2481,BSc,UG,3,Male,18,12000,8275,3725,Pending
GTC2482,Student_2482,BSc,UG,3,Female,19,12000,12000,0,Paid
GTC2483,Student_2483,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2484,Student_2484,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2485,Student_2485,BSc,UG,2,Male,19,12000,10016,1984,Pending
GTC2486,Student_2486,BSc,UG,1,Male,18,12000,12000,0,Paid
GTC2487,Student_2487,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2488,Student_2488,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2489,Student_2489,BSc,UG,2,Male,18,12000,9877,2123,Pending
GTC2490,Student_2490,BSc,UG,2,Female,18,12000,10350,1650,Pending
GTC2491,Student_2491,BSc,UG,1,Female,20,12000,5250,6750,Pending
GTC2492,Student_2492,BSc,UG,2,Female,19,12000,8767,3233,Pending
GTC2493,Student_2493,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2494,Student_2494,BSc,UG,2,Female,21,12000,4207,7793,Pending
GTC2495,Student_2495,BSc,UG,1,Male,18,12000,2952,9048,Pending
GTC2496,Student_2496,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2497,Student_2497,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2498,Student_2498,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2499,Student_2499,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2500,Student_2500,BSc,UG,2,Male,20,12000,7498,4502,Pending
GTC2501,Student_2501,BSc,UG,2,Male,18,12000,5562,6438,Pending
GTC2502,Student_2502,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2503,Student_2503,BSc,UG,1,Female,21,12000,12000,0,Paid
GTC2504,Student_2504,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2505,Student_2505,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2506,Student_2506,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2507,Student_2507,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2508,Student_2508,BSc,UG,3,Male,18,12000,12000,0,Paid
GTC2509,Student_2509,BSc,UG,3,Female,18,12000,2644,9356,Pending
GTC2510,Student_2510,BSc,UG,3,Male,20,12000,12000,0,Paid
GTC2511,Student_2511,BSc,UG,3,Male,19,12000,5294,6706,Pending
GTC2512,Student_2512,BSc,UG,1,Female,21,12000,12000,0,Paid
GTC2513,Student_2513,BSc,UG,2,Male,20,12000,12000,0,Paid
GTC2514,Student_2514,BSc,UG,3,Male,18,12000,12000,0,Paid
GTC2515,Student_2515,BSc,UG,2,Male,20,12000,7136,4864,Pending
GTC2516,Student_2516,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2517,Student_2517,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2518,Student_2518,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2519,Student_2519,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2520,Student_2520,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2521,Student_2521,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2522,Student_2522,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2523,Student_2523,BSc,UG,2,Male,19,12000,4012,7988,Pending
GTC2524,Student_2524,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2525,Student_2525,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2526,Student_2526,BSc,UG,2,Male,18,12000,9333,2667,Pending
GTC2527,Student_2527,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2528,Student_2528,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2529,Student_2529,BSc,UG,3,Male,20,12000,12000,0,Paid
GTC2530,Student_2530,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2531,Student_2531,BSc,UG,2,Male,20,12000,3239,8761,Pending
GTC2532,Student_2532,BSc,UG,1,Female,20,12000,8391,3609,Pending
GTC2533,Student_2533,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2534,Student_2534,BSc,UG,2,Female,20,12000,12000,0,Paid
GTC2535,Student_2535,BSc,UG,2,Female,20,12000,12000,0,Paid
GTC2536,Student_2536,BSc,UG,1,Male,18,12000,2535,9465,Pending
GTC2537,Student_2537,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2538,Student_2538,BSc,UG,3,Male,20,12000,12000,0,Paid
GTC2539,Student_2539,BSc,UG,2,Male,20,12000,9733,2267,Pending
GTC2540,Student_2540,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2541,Student_2541,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2542,Student_2542,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2543,Student_2543,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2544,Student_2544,BSc,UG,1,Male,18,12000,10710,1290,Pending
GTC2545,Student_2545,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2546,Student_2546,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2547,Student_2547,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2548,Student_2548,BSc,UG,1,Male,20,12000,8336,3664,Pending
GTC2549,Student_2549,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2550,Student_2550,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2551,Student_2551,BSc,UG,3,Female,21,12000,12000,0,Paid
GTC2552,Student_2552,BSc,UG,3,Male,20,12000,12000,0,Paid
GTC2553,Student_2553,BSc,UG,3,Male,20,12000,12000,0,Paid
GTC2554,Student_2554,BSc,UG,3,Male,18,12000,4629,7371,Pending
GTC2555,Student_2555,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2556,Student_2556,BSc,UG,1,Female,18,12000,9301,2699,Pending
GTC2557,Student_2557,BSc,UG,1,Female,18,12000,2661,9339,Pending
GTC2558,Student_2558,BSc,UG,3,Male,18,12000,12000,0,Paid
GTC2559,Student_2559,BSc,UG,2,Male,20,12000,12000,0,Paid
GTC2560,Student_2560,BSc,UG,3,Female,19,12000,5491,6509,Pending
GTC2561,Student_2561,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2562,Student_2562,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2563,Student_2563,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2564,Student_2564,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2565,Student_2565,BSc,UG,3,Male,18,12000,7220,4780,Pending
GTC2566,Student_2566,BSc,UG,2,Female,22,12000,4314,7686,Pending
GTC2567,Student_2567,BSc,UG,1,Male,19,12000,6372,5628,Pending
GTC2568,Student_2568,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2569,Student_2569,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2570,Student_2570,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2571,Student_2571,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2572,Student_2572,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2573,Student_2573,BSc,UG,1,Female,22,12000,6872,5128,Pending
GTC2574,Student_2574,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2575,Student_2575,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2576,Student_2576,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2577,Student_2577,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2578,Student_2578,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2579,Student_2579,BSc,UG,1,Female,21,12000,4508,7492,Pending
GTC2580,Student_2580,BSc,UG,2,Male,19,12000,4240,7760,Pending
GTC2581,Student_2581,BSc,UG,3,Female,22,12000,9995,2005,Pending
GTC2582,Student_2582,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2583,Student_2583,BSc,UG,2,Female,19,12000,6536,5464,Pending
GTC2584,Student_2584,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2585,Student_2585,BSc,UG,1,Male,22,12000,10634,1366,Pending
GTC2586,Student_2586,BSc,UG,1,Male,18,12000,3162,8838,Pending
GTC2587,Student_2587,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2588,Student_2588,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2589,Student_2589,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2590,Student_2590,BSc,UG,2,Female,20,12000,2898,9102,Pending
GTC2591,Student_2591,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2592,Student_2592,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2593,Student_2593,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2594,Student_2594,BSc,UG,3,Male,21,12000,10359,1641,Pending
GTC2595,Student_2595,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2596,Student_2596,BSc,UG,3,Male,21,12000,9374,2626,Pending
GTC2597,Student_2597,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2598,Student_2598,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2599,Student_2599,BSc,UG,3,Female,21,12000,12000,0,Paid
GTC2600,Student_2600,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2601,Student_2601,BSc,UG,1,Male,19,12000,4272,7728,Pending
GTC2602,Student_2602,BSc,UG,1,Male,21,12000,7520,4480,Pending
GTC2603,Student_2603,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2604,Student_2604,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2605,Student_2605,BSc,UG,2,Female,22,12000,5480,6520,Pending
GTC2606,Student_2606,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2607,Student_2607,BSc,UG,1,Male,18,12000,12000,0,Paid
GTC2608,Student_2608,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2609,Student_2609,BSc,UG,3,Male,20,12000,12000,0,Paid
GTC2610,Student_2610,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2611,Student_2611,BSc,UG,3,Male,21,12000,7740,4260,Pending
GTC2612,Student_2612,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2613,Student_2613,BSc,UG,3,Female,21,12000,12000,0,Paid
GTC2614,Student_2614,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2615,Student_2615,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2616,Student_2616,BSc,UG,1,Female,21,12000,4219,7781,Pending
GTC2617,Student_2617,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2618,Student_2618,BSc,UG,1,Female,18,12000,8847,3153,Pending
GTC2619,Student_2619,BSc,UG,2,Female,21,12000,7695,4305,Pending
GTC2620,Student_2620,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2621,Student_2621,BSc,UG,3,Female,21,12000,12000,0,Paid
GTC2622,Student_2622,BSc,UG,3,Male,22,12000,6180,5820,Pending
GTC2623,Student_2623,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2624,Student_2624,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2625,Student_2625,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2626,Student_2626,BSc,UG,2,Male,20,12000,2400,9600,Pending
GTC2627,Student_2627,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2628,Student_2628,BSc,UG,2,Female,20,12000,12000,0,Paid
GTC2629,Student_2629,BSc,UG,3,Male,20,12000,6007,5993,Pending
GTC2630,Student_2630,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2631,Student_2631,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2632,Student_2632,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2633,Student_2633,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2634,Student_2634,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2635,Student_2635,BSc,UG,1,Female,22,12000,2574,9426,Pending
GTC2636,Student_2636,BSc,UG,1,Female,19,12000,2956,9044,Pending
GTC2637,Student_2637,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2638,Student_2638,BSc,UG,2,Female,21,12000,4846,7154,Pending
GTC2639,Student_2639,BSc,UG,1,Female,21,12000,12000,0,Paid
GTC2640,Student_2640,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2641,Student_2641,BSc,UG,3,Male,20,12000,10057,1943,Pending
GTC2642,Student_2642,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2643,Student_2643,BSc,UG,3,Male,22,12000,10042,1958,Pending
GTC2644,Student_2644,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2645,Student_2645,BSc,UG,3,Male,20,12000,8370,3630,Pending
GTC2646,Student_2646,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2647,Student_2647,BSc,UG,3,Female,20,12000,9143,2857,Pending
GTC2648,Student_2648,BSc,UG,1,Female,21,12000,12000,0,Paid
GTC2649,Student_2649,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2650,Student_2650,BSc,UG,1,Male,19,12000,12000,0,Paid
GTC2651,Student_2651,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2652,Student_2652,BSc,UG,1,Male,19,12000,8585,3415,Pending
GTC2653,Student_2653,BSc,UG,2,Female,20,12000,12000,0,Paid
GTC2654,Student_2654,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2655,Student_2655,BSc,UG,3,Male,18,12000,12000,0,Paid
GTC2656,Student_2656,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2657,Student_2657,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2658,Student_2658,BSc,UG,2,Male,21,12000,5749,6251,Pending
GTC2659,Student_2659,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2660,Student_2660,BSc,UG,1,Female,19,12000,10694,1306,Pending
GTC2661,Student_2661,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2662,Student_2662,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2663,Student_2663,BSc,UG,1,Female,21,12000,3954,8046,Pending
GTC2664,Student_2664,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2665,Student_2665,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2666,Student_2666,BSc,UG,3,Female,21,12000,8614,3386,Pending
GTC2667,Student_2667,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2668,Student_2668,BSc,UG,3,Female,19,12000,12000,0,Paid
GTC2669,Student_2669,BSc,UG,2,Female,18,12000,4870,7130,Pending
GTC2670,Student_2670,BSc,UG,3,Female,21,12000,12000,0,Paid
GTC2671,Student_2671,BSc,UG,3,Male,22,12000,7838,4162,Pending
GTC2672,Student_2672,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2673,Student_2673,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2674,Student_2674,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2675,Student_2675,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2676,Student_2676,BSc,UG,2,Female,21,12000,5551,6449,Pending
GTC2677,Student_2677,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2678,Student_2678,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2679,Student_2679,BSc,UG,2,Female,20,12000,2476,9524,Pending
GTC2680,Student_2680,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2681,Student_2681,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2682,Student_2682,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2683,Student_2683,BSc,UG,1,Male,18,12000,12000,0,Paid
GTC2684,Student_2684,BSc,UG,3,Female,22,12000,6577,5423,Pending
GTC2685,Student_2685,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2686,Student_2686,BSc,UG,1,Female,21,12000,12000,0,Paid
GTC2687,Student_2687,BSc,UG,2,Female,20,12000,3837,8163,Pending
GTC2688,Student_2688,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2689,Student_2689,BSc,UG,3,Male,19,12000,10497,1503,Pending
GTC2690,Student_2690,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2691,Student_2691,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2692,Student_2692,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2693,Student_2693,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2694,Student_2694,BSc,UG,2,Male,20,12000,12000,0,Paid
GTC2695,Student_2695,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2696,Student_2696,BSc,UG,1,Male,22,12000,7630,4370,Pending
GTC2697,Student_2697,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2698,Student_2698,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2699,Student_2699,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2700,Student_2700,BSc,UG,2,Male,21,12000,5046,6954,Pending
GTC2701,Student_2701,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2702,Student_2702,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2703,Student_2703,BSc,UG,2,Female,21,12000,8722,3278,Pending
GTC2704,Student_2704,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2705,Student_2705,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2706,Student_2706,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2707,Student_2707,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2708,Student_2708,BSc,UG,1,Female,21,12000,12000,0,Paid
GTC2709,Student_2709,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2710,Student_2710,BSc,UG,1,Male,18,12000,12000,0,Paid
GTC2711,Student_2711,BSc,UG,3,Female,21,12000,12000,0,Paid
GTC2712,Student_2712,BSc,UG,3,Male,18,12000,2515,9485,Pending
GTC2713,Student_2713,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2714,Student_2714,BSc,UG,1,Male,22,12000,4485,7515,Pending
GTC2715,Student_2715,BSc,UG,2,Male,19,12000,5010,6990,Pending
GTC2716,Student_2716,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2717,Student_2717,BSc,UG,2,Male,18,12000,9812,2188,Pending
GTC2718,Student_2718,BSc,UG,1,Male,20,12000,9229,2771,Pending
GTC2719,Student_2719,BSc,UG,1,Female,18,12000,3989,8011,Pending
GTC2720,Student_2720,BSc,UG,2,Female,20,12000,12000,0,Paid
GTC2721,Student_2721,BSc,UG,2,Female,18,12000,12000,0,Paid
GTC2722,Student_2722,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2723,Student_2723,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2724,Student_2724,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2725,Student_2725,BSc,UG,3,Male,21,12000,10192,1808,Pending
GTC2726,Student_2726,BSc,UG,2,Female,21,12000,10535,1465,Pending
GTC2727,Student_2727,BSc,UG,3,Male,18,12000,12000,0,Paid
GTC2728,Student_2728,BSc,UG,1,Male,21,12000,4385,7615,Pending
GTC2729,Student_2729,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2730,Student_2730,BSc,UG,2,Female,18,12000,12000,0,Paid
GTC2731,Student_2731,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2732,Student_2732,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2733,Student_2733,BSc,UG,1,Female,18,12000,4947,7053,Pending
GTC2734,Student_2734,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2735,Student_2735,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2736,Student_2736,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2737,Student_2737,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2738,Student_2738,BSc,UG,1,Male,22,12000,7813,4187,Pending
GTC2739,Student_2739,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2740,Student_2740,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2741,Student_2741,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2742,Student_2742,BSc,UG,3,Female,19,12000,12000,0,Paid
GTC2743,Student_2743,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2744,Student_2744,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2745,Student_2745,BSc,UG,2,Female,19,12000,6715,5285,Pending
GTC2746,Student_2746,BSc,UG,1,Female,18,12000,10413,1587,Pending
GTC2747,Student_2747,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2748,Student_2748,BSc,UG,3,Female,20,12000,2466,9534,Pending
GTC2749,Student_2749,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2750,Student_2750,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2751,Student_2751,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2752,Student_2752,BSc,UG,3,Male,19,12000,6481,5519,Pending
GTC2753,Student_2753,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2754,Student_2754,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2755,Student_2755,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2756,Student_2756,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2757,Student_2757,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2758,Student_2758,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2759,Student_2759,BSc,UG,1,Male,20,12000,3372,8628,Pending
GTC2760,Student_2760,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2761,Student_2761,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2762,Student_2762,BSc,UG,2,Female,18,12000,7747,4253,Pending
GTC2763,Student_2763,BSc,UG,1,Male,18,12000,12000,0,Paid
GTC2764,Student_2764,BSc,UG,2,Female,18,12000,12000,0,Paid
GTC2765,Student_2765,BSc,UG,1,Female,19,12000,5684,6316,Pending
GTC2766,Student_2766,BSc,UG,2,Female,20,12000,10708,1292,Pending
GTC2767,Student_2767,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2768,Student_2768,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2769,Student_2769,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2770,Student_2770,BSc,UG,1,Male,22,12000,3034,8966,Pending
GTC2771,Student_2771,BSc,UG,1,Male,21,12000,8008,3992,Pending
GTC2772,Student_2772,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2773,Student_2773,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2774,Student_2774,BSc,UG,3,Female,19,12000,3571,8429,Pending
GTC2775,Student_2775,BSc,UG,2,Male,20,12000,12000,0,Paid
GTC2776,Student_2776,BSc,UG,1,Female,18,12000,12000,0,Paid
GTC2777,Student_2777,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2778,Student_2778,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2779,Student_2779,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2780,Student_2780,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2781,Student_2781,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2782,Student_2782,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2783,Student_2783,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2784,Student_2784,BSc,UG,1,Female,22,12000,12000,0,Paid
GTC2785,Student_2785,BSc,UG,2,Female,19,12000,12000,0,Paid
GTC2786,Student_2786,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2787,Student_2787,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2788,Student_2788,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2789,Student_2789,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2790,Student_2790,BSc,UG,1,Male,20,12000,10778,1222,Pending
GTC2791,Student_2791,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2792,Student_2792,BSc,UG,3,Male,18,12000,9549,2451,Pending
GTC2793,Student_2793,BSc,UG,3,Female,19,12000,7608,4392,Pending
GTC2794,Student_2794,BSc,UG,2,Female,20,12000,12000,0,Paid
GTC2795,Student_2795,BSc,UG,1,Female,20,12000,6748,5252,Pending
GTC2796,Student_2796,BSc,UG,2,Male,21,12000,12000,0,Paid
GTC2797,Student_2797,BSc,UG,2,Male,22,12000,12000,0,Paid
GTC2798,Student_2798,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2799,Student_2799,BSc,UG,3,Female,20,12000,12000,0,Paid
GTC2800,Student_2800,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2801,Student_2801,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2802,Student_2802,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2803,Student_2803,BSc,UG,3,Male,18,12000,12000,0,Paid
GTC2804,Student_2804,BSc,UG,3,Male,19,12000,12000,0,Paid
GTC2805,Student_2805,BSc,UG,2,Female,21,12000,6878,5122,Pending
GTC2806,Student_2806,BSc,UG,3,Male,20,12000,3767,8233,Pending
GTC2807,Student_2807,BSc,UG,3,Male,19,12000,5653,6347,Pending
GTC2808,Student_2808,BSc,UG,2,Female,18,12000,12000,0,Paid
GTC2809,Student_2809,BSc,UG,3,Female,22,12000,4366,7634,Pending
GTC2810,Student_2810,BSc,UG,2,Male,19,12000,12000,0,Paid
GTC2811,Student_2811,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2812,Student_2812,BSc,UG,1,Male,20,12000,4488,7512,Pending
GTC2813,Student_2813,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2814,Student_2814,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2815,Student_2815,BSc,UG,1,Female,19,12000,12000,0,Paid
GTC2816,Student_2816,BSc,UG,1,Male,18,12000,9345,2655,Pending
GTC2817,Student_2817,BSc,UG,1,Female,20,12000,12000,0,Paid
GTC2818,Student_2818,BSc,UG,2,Female,18,12000,4908,7092,Pending
GTC2819,Student_2819,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2820,Student_2820,BSc,UG,1,Female,22,12000,2429,9571,Pending
GTC2821,Student_2821,BSc,UG,1,Male,21,12000,12000,0,Paid
GTC2822,Student_2822,BSc,UG,3,Female,19,12000,7606,4394,Pending
GTC2823,Student_2823,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2824,Student_2824,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2825,Student_2825,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2826,Student_2826,BSc,UG,1,Male,20,12000,4948,7052,Pending
GTC2827,Student_2827,BSc,UG,1,Male,19,12000,7068,4932,Pending
GTC2828,Student_2828,BSc,UG,2,Male,20,12000,2982,9018,Pending
GTC2829,Student_2829,BSc,UG,2,Female,18,12000,7440,4560,Pending
GTC2830,Student_2830,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2831,Student_2831,BSc,UG,3,Female,22,12000,12000,0,Paid
GTC2832,Student_2832,BSc,UG,2,Female,21,12000,12000,0,Paid
GTC2833,Student_2833,BSc,UG,2,Female,22,12000,12000,0,Paid
GTC2834,Student_2834,BSc,UG,3,Male,21,12000,8814,3186,Pending
GTC2835,Student_2835,BSc,UG,1,Male,22,12000,12000,0,Paid
GTC2836,Student_2836,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2837,Student_2837,BSc,UG,2,Male,18,12000,12000,0,Paid
GTC2838,Student_2838,BSc,UG,3,Male,22,12000,12000,0,Paid
GTC2839,Student_2839,BSc,UG,1,Male,20,12000,12000,0,Paid
GTC2840,Student_2840,BSc,UG,3,Female,18,12000,12000,0,Paid
GTC2841,Student_2841,BSc,UG,3,Male,21,12000,12000,0,Paid
GTC2842,Student_2842,BSc,UG,1,Male,20,12000,12000,0,Paid
