student_id,total_days,days_present,overall_attendance_pct,attendance_category
GTC1269,233,171,73.39,Low (<75%)
GTC1270,233,183,78.54,Good (75%+)
GTC1271,233,182,78.11,Good (75%+)
GTC1272,233,186,79.83,Good (75%+)
GTC1273,233,184,78.97,Good (75%+)
GTC1274,233,184,78.97,Good (75%+)
GTC1275,233,172,73.82,Low (<75%)
GTC1276,233,168,72.1,Low (<75%)
GTC1277,233,157,67.38,Low (<75%)
GTC1278,233,172,73.82,Low (<75%)
GTC1279,233,182,78.11,Good (75%+)
GTC1280,233,177,75.97,Good (75%+)
GTC1281,233,172,73.82,Low (<75%)
GTC1282,233,163,69.96,Low (<75%)
GTC1283,233,190,81.55,Good (75%+)
GTC1284,233,170,72.96,Low (<75%)
GTC1285,233,157,67.38,Low (<75%)
GTC1286,233,190,81.55,Good (75%+)
GTC1287,233,165,70.82,Low (<75%)
GTC1288,233,171,73.39,Low (<75%)
GTC1289,233,176,75.54,Good (75%+)
GTC1290,233,170,72.96,Low (<75%)
GTC1291,233,173,74.25,Low (<75%)
GTC1292,233,187,80.26,Good (75%+)
GTC1293,233,161,69.1,Low (<75%)
GTC1294,233,181,77.68,Good (75%+)
GTC1295,233,176,75.54,Good (75%+)
GTC1296,233,167,71.67,Low (<75%)
GTC1297,233,178,76.39,Good (75%+)
GTC1298,233,177,75.97,Good (75%+)
GTC1299,233,168,72.1,Low (<75%)
GTC1300,233,183,78.54,Good (75%+)
GTC1301,233,174,74.68,Low (<75%)
GTC1302,233,176,75.54,Good (75%+)
GTC1303,233,174,74.68,Low (<75%)
GTC1304,233,168,72.1,Low (<75%)
GTC1305,233,176,75.54,Good (75%+)
GTC1306,233,183,78.54,Good (75%+)
GTC1307,233,162,69.53,Low (<75%)
GTC1308,233,166,71.24,Low (<75%)
GTC1309,233,168,72.1,Low (<75%)
GTC1310,233,178,76.39,Good (75%+)
GTC1311,233,182,78.11,Good (75%+)
GTC1312,233,178,76.39,Good (75%+)
GTC1313,233,190,81.55,Good (75%+)
GTC1314,233,153,65.67,Low (<75%)
GTC1315,233,176,75.54,Good (75%+)
GTC1316,233,183,78.54,Good (75%+)
GTC1317,233,163,69.96,Low (<75%)
GTC1318,233,171,73.39,Low (<75%)
GTC1319,233,175,75.11,Good (75%+)
GTC1320,233,178,76.39,Good (75%+)
GTC1321,233,161,69.1,Low (<75%)
GTC1322,233,173,74.25,Low (<75%)
GTC1323,233,159,68.24,Low (<75%)
GTC1324,233,184,78.97,Good (75%+)
GTC1325,233,171,73.39,Low (<75%)
GTC1326,233,183,78.54,Good (75%+)
GTC1327,233,181,77.68,Good (75%+)
GTC1328,233,166,71.24,Low (<75%)
GTC1329,233,173,74.25,Low (<75%)
GTC1330,233,178,76.39,Good (75%+)
GTC1331,233,175,75.11,Good (75%+)
GTC1332,233,179,76.82,Good (75%+)
GTC1333,233,166,71.24,Low (<75%)
GTC1334,233,171,73.39,Low (<75%)
GTC1335,233,179,76.82,Good (75%+)
GTC1336,233,175,75.11,Good (75%+)
GTC1337,233,175,75.11,Good (75%+)
GTC1338,233,170,72.96,Low (<75%)
GTC1339,233,178,76.39,Good (75%+)
GTC1340,233,156,66.95,Low (<75%)
GTC1341,233,187,80.26,Good (75%+)
GTC1342,233,177,75.97,Good (75%+)
GTC1343,233,174,74.68,Low (<75%)
GTC1344,233,175,75.11,Good (75%+)
GTC1345,233,180,77.25,Good (75%+)
GTC1346,233,175,75.11,Good (75%+)
GTC1347,233,170,72.96,Low (<75%)
GTC1348,233,172,73.82,Low (<75%)
GTC1349,233,184,78.97,Good (75%+)
GTC1350,233,174,74.68,Low (<75%)
GTC1351,233,172,73.82,Low (<75%)
GTC1352,233,185,79.4,Good (75%+)
GTC1353,233,197,84.55,Good (75%+)
GTC1354,233,177,75.97,Good (75%+)
GTC1355,233,164,70.39,Low (<75%)
GTC1356,233,162,69.53,Low (<75%)
GTC1357,233,173,74.25,Low (<75%)
GTC1358,233,180,77.25,Good (75%+)
GTC1359,233,172,73.82,Low (<75%)
GTC1360,233,157,67.38,Low (<75%)
GTC1361,233,158,67.81,Low (<75%)
GTC1362,233,165,70.82,Low (<75%)
GTC1363,233,167,71.67,Low (<75%)
GTC1364,233,176,75.54,Good (75%+)
GTC1365,233,175,75.11,Good (75%+)
GTC1366,233,187,80.26,Good (75%+)
GTC1367,233,167,71.67,Low (<75%)
GTC1368,233,180,77.25,Good (75%+)
GTC1369,233,161,69.1,Low (<75%)
GTC1370,233,174,74.68,Low (<75%)
GTC1371,233,184,78.97,Good (75%+)
GTC1372,233,177,75.97,Good (75%+)
GTC1373,233,172,73.82,Low (<75%)
GTC1374,233,176,75.54,Good (75%+)
GTC1375,233,163,69.96,Low (<75%)
GTC1376,233,176,75.54,Good (75%+)
GTC1377,233,166,71.24,Low (<75%)
GTC1378,233,169,72.53,Low (<75%)
GTC1379,233,162,69.53,Low (<75%)
GTC1380,233,183,78.54,Good (75%+)
GTC1381,233,183,78.54,Good (75%+)
GTC1382,233,163,69.96,Low (<75%)
GTC1383,233,168,72.1,Low (<75%)
GTC1384,233,171,73.39,Low (<75%)
GTC1385,233,172,73.82,Low (<75%)
GTC1386,233,185,79.4,Good (75%+)
GTC1387,233,158,67.81,Low (<75%)
GTC1388,233,182,78.11,Good (75%+)
GTC1389,233,171,73.39,Low (<75%)
GTC1390,233,185,79.4,Good (75%+)
GTC1391,233,181,77.68,Good (75%+)
GTC1392,233,175,75.11,Good (75%+)
GTC1393,233,171,73.39,Low (<75%)
GTC1394,233,167,71.67,Low (<75%)
GTC1395,233,184,78.97,Good (75%+)
GTC1396,233,185,79.4,Good (75%+)
GTC1397,233,183,78.54,Good (75%+)
GTC1398,233,177,75.97,Good (75%+)
GTC1399,233,183,78.54,Good (75%+)
GTC1400,233,174,74.68,Low (<75%)
GTC1401,233,176,75.54,Good (75%+)
GTC1402,233,176,75.54,Good (75%+)
GTC1403,233,176,75.54,Good (75%+)
GTC1404,233,163,69.96,Low (<75%)
GTC1405,233,165,70.82,Low (<75%)
GTC1406,233,166,71.24,Low (<75%)
GTC1407,233,166,71.24,Low (<75%)
GTC1408,233,191,81.97,Good (75%+)
GTC1409,233,172,73.82,Low (<75%)
GTC1410,233,163,69.96,Low (<75%)
GTC1411,233,165,70.82,Low (<75%)
GTC1412,233,201,86.27,Good (75%+)
GTC1413,233,170,72.96,Low (<75%)
GTC1414,233,176,75.54,Good (75%+)
GTC1415,233,180,77.25,Good (75%+)
GTC1416,233,174,74.68,Low (<75%)
GTC1417,233,165,70.82,Low (<75%)
GTC1418,233,174,74.68,Low (<75%)
GTC1419,233,175,75.11,Good (75%+)
GTC1420,233,172,73.82,Low (<75%)
GTC1421,233,174,74.68,Low (<75%)
GTC1422,233,168,72.1,Low (<75%)
GTC1423,233,173,74.25,Low (<75%)
GTC1424,233,168,72.1,Low (<75%)
GTC1425,233,165,70.82,Low (<75%)
GTC1426,233,185,79.4,Good (75%+)
GTC1427,233,182,78.11,Good (75%+)
GTC1428,233,176,75.54,Good (75%+)
GTC1429,233,187,80.26,Good (75%+)
GTC1430,233,170,72.96,Low (<75%)
GTC1431,233,173,74.25,Low (<75%)
GTC1432,233,170,72.96,Low (<75%)
GTC1433,233,162,69.53,Low (<75%)
GTC1434,233,176,75.54,Good (75%+)
GTC1435,233,166,71.24,Low (<75%)
GTC1436,233,171,73.39,Low (<75%)
GTC1437,233,174,74.68,Low (<75%)
GTC1438,233,169,72.53,Low (<75%)
GTC1439,233,181,77.68,Good (75%+)
GTC1440,233,180,77.25,Good (75%+)
GTC1441,233,166,71.24,Low (<75%)
GTC1442,233,174,74.68,Low (<75%)
GTC1443,233,175,75.11,Good (75%+)
GTC1444,233,180,77.25,Good (75%+)
GTC1445,233,178,76.39,Good (75%+)
GTC1446,233,175,75.11,Good (75%+)
GTC1447,233,178,76.39,Good (75%+)
GTC1448,233,190,81.55,Good (75%+)
GTC1449,233,169,72.53,Low (<75%)
GTC1450,233,181,77.68,Good (75%+)
GTC1451,233,175,75.11,Good (75%+)
GTC1452,233,173,74.25,Low (<75%)
GTC1453,233,168,72.1,Low (<75%)
GTC1454,233,167,71.67,Low (<75%)
GTC1455,233,155,66.52,Low (<75%)
GTC1456,233,188,80.69,Good (75%+)
GTC1457,233,179,76.82,Good (75%+)
GTC1458,233,181,77.68,Good (75%+)
GTC1459,233,183,78.54,Good (75%+)
GTC1460,233,161,69.1,Low (<75%)
GTC1461,233,184,78.97,Good (75%+)
GTC1462,233,172,73.82,Low (<75%)
GTC1463,233,186,79.83,Good (75%+)
GTC1464,233,170,72.96,Low (<75%)
GTC1465,233,149,63.95,Low (<75%)
GTC1466,233,165,70.82,Low (<75%)
GTC1467,233,173,74.25,Low (<75%)
GTC1468,233,171,73.39,Low (<75%)
GTC1469,233,165,70.82,Low (<75%)
GTC1470,233,178,76.39,Good (75%+)
GTC1471,233,177,75.97,Good (75%+)
GTC1472,233,173,74.25,Low (<75%)
GTC1473,233,168,72.1,Low (<75%)
GTC1474,233,161,69.1,Low (<75%)
GTC1475,233,169,72.53,Low (<75%)
GTC1476,233,170,72.96,Low (<75%)
GTC1477,233,189,81.12,Good (75%+)
GTC1478,233,179,76.82,Good (75%+)
GTC1479,233,167,71.67,Low (<75%)
GTC1480,233,184,78.97,Good (75%+)
GTC1481,233,175,75.11,Good (75%+)
GTC1482,233,156,66.95,Low (<75%)
GTC1483,233,162,69.53,Low (<75%)
GTC1484,233,161,69.1,Low (<75%)
GTC1485,233,169,72.53,Low (<75%)
GTC1486,233,184,78.97,Good (75%+)
GTC1487,233,160,68.67,Low (<75%)
GTC1488,233,182,78.11,Good (75%+)
GTC1489,233,175,75.11,Good (75%+)
GTC1490,233,161,69.1,Low (<75%)
GTC1491,233,170,72.96,Low (<75%)
GTC1492,233,166,71.24,Low (<75%)
GTC1493,233,182,78.11,Good (75%+)
GTC1494,233,170,72.96,Low (<75%)
GTC1495,233,189,81.12,Good (75%+)
GTC1496,233,174,74.68,Low (<75%)
GTC1497,233,171,73.39,Low (<75%)
GTC1498,233,167,71.67,Low (<75%)
GTC1499,233,179,76.82,Good (75%+)
GTC1500,233,180,77.25,Good (75%+)
GTC1501,233,159,68.24,Low (<75%)
GTC1502,233,172,73.82,Low (<75%)
GTC1503,233,176,75.54,Good (75%+)
GTC1504,233,159,68.24,Low (<75%)
GTC1505,233,166,71.24,Low (<75%)
GTC1506,233,169,72.53,Low (<75%)
GTC1507,233,180,77.25,Good (75%+)
GTC1508,233,183,78.54,Good (75%+)
GTC1509,233,189,81.12,Good (75%+)
GTC1510,233,171,73.39,Low (<75%)
GTC1511,233,188,80.69,Good (75%+)
GTC1512,233,186,79.83,Good (75%+)
GTC1513,233,168,72.1,Low (<75%)
GTC1514,233,172,73.82,Low (<75%)
GTC1515,233,165,70.82,Low (<75%)
GTC1516,233,162,69.53,Low (<75%)
GTC1517,233,172,73.82,Low (<75%)
GTC1518,233,177,75.97,Good (75%+)
GTC1519,233,174,74.68,Low (<75%)
GTC1520,233,165,70.82,Low (<75%)
GTC1521,233,169,72.53,Low (<75%)
GTC1522,233,172,73.82,Low (<75%)
GTC1523,233,179,76.82,Good (75%+)
GTC1524,233,189,81.12,Good (75%+)
GTC1525,233,189,81.12,Good (75%+)
GTC1526,233,186,79.83,Good (75%+)
GTC1527,233,171,73.39,Low (<75%)
GTC1528,233,183,78.54,Good (75%+)
GTC1529,233,174,74.68,Low (<75%)
GTC1530,233,176,75.54,Good (75%+)
GTC1531,233,174,74.68,Low (<75%)
GTC1532,233,167,71.67,Low (<75%)
GTC1533,233,177,75.97,Good (75%+)
GTC1534,233,182,78.11,Good (75%+)
GTC1535,233,181,77.68,Good (75%+)
GTC1536,233,168,72.1,Low (<75%)
GTC1537,233,173,74.25,Low (<75%)
GTC1538,233,164,70.39,Low (<75%)
GTC1539,233,180,77.25,Good (75%+)
GTC1540,233,185,79.4,Good (75%+)
GTC1541,233,172,73.82,Low (<75%)
GTC1542,233,174,74.68,Low (<75%)
GTC1543,233,165,70.82,Low (<75%)
GTC1544,233,189,81.12,Good (75%+)
GTC1545,233,180,77.25,Good (75%+)
GTC1546,233,176,75.54,Good (75%+)
GTC1547,233,167,71.67,Low (<75%)
GTC1548,233,198,84.98,Good (75%+)
GTC1549,233,168,72.1,Low (<75%)
GTC1550,233,178,76.39,Good (75%+)
GTC1551,233,170,72.96,Low (<75%)
GTC1552,233,187,80.26,Good (75%+)
GTC1553,233,177,75.97,Good (75%+)
GTC1554,233,177,75.97,Good (75%+)
GTC1555,233,177,75.97,Good (75%+)
GTC1556,233,170,72.96,Low (<75%)
GTC1557,233,170,72.96,Low (<75%)
GTC1558,233,171,73.39,Low (<75%)
GTC1559,233,164,70.39,Low (<75%)
GTC1560,233,180,77.25,Good (75%+)
GTC1561,233,171,73.39,Low (<75%)
GTC1562,233,154,66.09,Low (<75%)
GTC1563,233,169,72.53,Low (<75%)
GTC1564,233,172,73.82,Low (<75%)
GTC1565,233,178,76.39,Good (75%+)
GTC1566,233,184,78.97,Good (75%+)
GTC1567,233,171,73.39,Low (<75%)
GTC1568,233,176,75.54,Good (75%+)
GTC1569,233,167,71.67,Low (<75%)
GTC1570,233,188,80.69,Good (75%+)
GTC1571,233,171,73.39,Low (<75%)
GTC1572,233,178,76.39,Good (75%+)
GTC1573,233,180,77.25,Good (75%+)
GTC1574,233,184,78.97,Good (75%+)
GTC1575,233,152,65.24,Low (<75%)
GTC1576,233,182,78.11,Good (75%+)
GTC1577,233,171,73.39,Low (<75%)
GTC1578,233,180,77.25,Good (75%+)
GTC1579,233,180,77.25,Good (75%+)
GTC1580,233,171,73.39,Low (<75%)
GTC1581,233,175,75.11,Good (75%+)
GTC1582,233,182,78.11,Good (75%+)
GTC1583,233,187,80.26,Good (75%+)
GTC1584,233,187,80.26,Good (75%+)
GTC1585,233,178,76.39,Good (75%+)
GTC1586,233,179,76.82,Good (75%+)
GTC1587,233,191,81.97,Good (75%+)
GTC1588,233,180,77.25,Good (75%+)
GTC1589,233,182,78.11,Good (75%+)
GTC1590,233,169,72.53,Low (<75%)
GTC1591,233,159,68.24,Low (<75%)
GTC1592,233,182,78.11,Good (75%+)
GTC1593,233,175,75.11,Good (75%+)
GTC1594,233,185,79.4,Good (75%+)
GTC1595,233,167,71.67,Low (<75%)
GTC1596,233,173,74.25,Low (<75%)
GTC1597,233,181,77.68,Good (75%+)
GTC1598,233,186,79.83,Good (75%+)
GTC1599,233,184,78.97,Good (75%+)
GTC1600,233,181,77.68,Good (75%+)
GTC1601,233,166,71.24,Low (<75%)
GTC1602,233,184,78.97,Good (75%+)
GTC1603,233,168,72.1,Low (<75%)
GTC1604,233,171,73.39,Low (<75%)
GTC1605,233,180,77.25,Good (75%+)
GTC1606,233,156,66.95,Low (<75%)
GTC1607,233,159,68.24,Low (<75%)
GTC1608,233,174,74.68,Low (<75%)
GTC1609,233,172,73.82,Low (<75%)
GTC1610,233,180,77.25,Good (75%+)
GTC1611,233,175,75.11,Good (75%+)
GTC1612,233,162,69.53,Low (<75%)
GTC1613,233,176,75.54,Good (75%+)
GTC1614,233,185,79.4,Good (75%+)
GTC1615,233,176,75.54,Good (75%+)
GTC1616,233,182,78.11,Good (75%+)
GTC1617,233,174,74.68,Low (<75%)
GTC1618,233,176,75.54,Good (75%+)
GTC1619,233,167,71.67,Low (<75%)
GTC1620,233,167,71.67,Low (<75%)
GTC1621,233,166,71.24,Low (<75%)
GTC1622,233,172,73.82,Low (<75%)
GTC1623,233,178,76.39,Good (75%+)
GTC1624,233,178,76.39,Good (75%+)
GTC1625,233,193,82.83,Good (75%+)
GTC1626,233,177,75.97,Good (75%+)
GTC1627,233,172,73.82,Low (<75%)
GTC1628,233,169,72.53,Low (<75%)
GTC1629,233,163,69.96,Low (<75%)
GTC1630,233,176,75.54,Good (75%+)
GTC1631,233,179,76.82,Good (75%+)
GTC1632,233,178,76.39,Good (75%+)
GTC1633,233,164,70.39,Low (<75%)
GTC1634,233,176,75.54,Good (75%+)
GTC1635,233,185,79.4,Good (75%+)
GTC1636,233,178,76.39,Good (75%+)
GTC1637,233,170,72.96,Low (<75%)
GTC1638,233,174,74.68,Low (<75%)
GTC1639,233,159,68.24,Low (<75%)
GTC1640,233,172,73.82,Low (<75%)
GTC1641,233,164,70.39,Low (<75%)
GTC1642,233,161,69.1,Low (<75%)
GTC1643,233,175,75.11,Good (75%+)
GTC1644,233,177,75.97,Good (75%+)
GTC1645,233,175,75.11,Good (75%+)
GTC1646,233,178,76.39,Good (75%+)
GTC1647,233,168,72.1,Low (<75%)
GTC1648,233,159,68.24,Low (<75%)
GTC1649,233,161,69.1,Low (<75%)
GTC1650,233,179,76.82,Good (75%+)
GTC1651,233,167,71.67,Low (<75%)
GTC1652,233,180,77.25,Good (75%+)
GTC1653,233,188,80.69,Good (75%+)
GTC1654,233,162,69.53,Low (<75%)
GTC1655,233,171,73.39,Low (<75%)
GTC1656,233,165,70.82,Low (<75%)
GTC1657,233,181,77.68,Good (75%+)
GTC1658,233,167,71.67,Low (<75%)
GTC1659,233,169,72.53,Low (<75%)
GTC1660,233,186,79.83,Good (75%+)
GTC1661,233,174,74.68,Low (<75%)
GTC1662,233,169,72.53,Low (<75%)
GTC1663,233,179,76.82,Good (75%+)
GTC1664,233,175,75.11,Good (75%+)
GTC1665,233,179,76.82,Good (75%+)
GTC1666,233,175,75.11,Good (75%+)
GTC1667,233,176,75.54,Good (75%+)
GTC1668,233,180,77.25,Good (75%+)
GTC1669,233,164,70.39,Low (<75%)
GTC1670,233,188,80.69,Good (75%+)
GTC1671,233,177,75.97,Good (75%+)
GTC1672,233,179,76.82,Good (75%+)
GTC1673,233,176,75.54,Good (75%+)
GTC1674,233,178,76.39,Good (75%+)
GTC1675,233,177,75.97,Good (75%+)
GTC1676,233,186,79.83,Good (75%+)
GTC1677,233,180,77.25,Good (75%+)
GTC1678,233,151,64.81,Low (<75%)
GTC1679,233,180,77.25,Good (75%+)
GTC1680,233,184,78.97,Good (75%+)
GTC1681,233,156,66.95,Low (<75%)
GTC1682,233,177,75.97,Good (75%+)
GTC1683,233,185,79.4,Good (75%+)
GTC1684,233,167,71.67,Low (<75%)
GTC1685,233,167,71.67,Low (<75%)
GTC1686,233,165,70.82,Low (<75%)
GTC1687,233,180,77.25,Good (75%+)
GTC1688,233,176,75.54,Good (75%+)
GTC1689,233,159,68.24,Low (<75%)
GTC1690,233,176,75.54,Good (75%+)
GTC1691,233,178,76.39,Good (75%+)
GTC1692,233,181,77.68,Good (75%+)
GTC1693,233,171,73.39,Low (<75%)
GTC1694,233,188,80.69,Good (75%+)
GTC1695,233,175,75.11,Good (75%+)
GTC1696,233,180,77.25,Good (75%+)
GTC1697,233,189,81.12,Good (75%+)
GTC1698,233,178,76.39,Good (75%+)
GTC1699,233,172,73.82,Low (<75%)
GTC1700,233,176,75.54,Good (75%+)
GTC1701,233,180,77.25,Good (75%+)
GTC1702,233,174,74.68,Low (<75%)
GTC1703,233,193,82.83,Good (75%+)
GTC1704,233,193,82.83,Good (75%+)
GTC1705,233,166,71.24,Low (<75%)
GTC1706,233,182,78.11,Good (75%+)
GTC1707,233,167,71.67,Low (<75%)
GTC1708,233,185,79.4,Good (75%+)
GTC1709,233,171,73.39,Low (<75%)
GTC1710,233,176,75.54,Good (75%+)
GTC1711,233,167,71.67,Low (<75%)
GTC1712,233,178,76.39,Good (75%+)
GTC1713,233,180,77.25,Good (75%+)
GTC1714,233,170,72.96,Low (<75%)
GTC1715,233,165,70.82,Low (<75%)
GTC1716,233,186,79.83,Good (75%+)
GTC1717,233,176,75.54,Good (75%+)
GTC1718,233,167,71.67,Low (<75%)
GTC1719,233,179,76.82,Good (75%+)
GTC1720,233,170,72.96,Low (<75%)
GTC1721,233,174,74.68,Low (<75%)
GTC1722,233,168,72.1,Low (<75%)
GTC1723,233,172,73.82,Low (<75%)
GTC1724,233,184,78.97,Good (75%+)
GTC1725,233,158,67.81,Low (<75%)
GTC1726,233,181,77.68,Good (75%+)
GTC1727,233,180,77.25,Good (75%+)
GTC1728,233,182,78.11,Good (75%+)
GTC1729,233,159,68.24,Low (<75%)
GTC1730,233,166,71.24,Low (<75%)
GTC1731,233,197,84.55,Good (75%+)
GTC1732,233,184,78.97,Good (75%+)
GTC1733,233,179,76.82,Good (75%+)
GTC1734,233,180,77.25,Good (75%+)
GTC1735,233,186,79.83,Good (75%+)
GTC1736,233,174,74.68,Low (<75%)
GTC1737,233,175,75.11,Good (75%+)
GTC1738,233,166,71.24,Low (<75%)
GTC1739,233,160,68.67,Low (<75%)
GTC1740,233,164,70.39,Low (<75%)
GTC1741,233,190,81.55,Good (75%+)
GTC1742,233,191,81.97,Good (75%+)
GTC1743,233,171,73.39,Low (<75%)
GTC1744,233,173,74.25,Low (<75%)
GTC1745,233,170,72.96,Low (<75%)
GTC1746,233,173,74.25,Low (<75%)
GTC1747,233,159,68.24,Low (<75%)
GTC1748,233,155,66.52,Low (<75%)
GTC1749,233,179,76.82,Good (75%+)
GTC1750,233,174,74.68,Low (<75%)
GTC1751,233,184,78.97,Good (75%+)
GTC1752,233,164,70.39,Low (<75%)
GTC1753,233,176,75.54,Good (75%+)
GTC1754,233,171,73.39,Low (<75%)
GTC1755,233,170,72.96,Low (<75%)
GTC1756,233,162,69.53,Low (<75%)
GTC1757,233,148,63.52,Low (<75%)
GTC1758,233,166,71.24,Low (<75%)
GTC1759,233,162,69.53,Low (<75%)
GTC1760,233,162,69.53,Low (<75%)
GTC1761,233,186,79.83,Good (75%+)
GTC1762,233,177,75.97,Good (75%+)
GTC1763,233,171,73.39,Low (<75%)
GTC1764,233,179,76.82,Good (75%+)
GTC1765,233,171,73.39,Low (<75%)
GTC1766,233,184,78.97,Good (75%+)
GTC1767,233,166,71.24,Low (<75%)
GTC1768,233,173,74.25,Low (<75%)
GTC1769,233,171,73.39,Low (<75%)
GTC1770,233,170,72.96,Low (<75%)
GTC1771,233,185,79.4,Good (75%+)
GTC1772,233,173,74.25,Low (<75%)
GTC1773,233,181,77.68,Good (75%+)
GTC1774,233,169,72.53,Low (<75%)
GTC1775,233,174,74.68,Low (<75%)
GTC1776,233,180,77.25,Good (75%+)
GTC1777,233,172,73.82,Low (<75%)
GTC1778,233,183,78.54,Good (75%+)
GTC1779,233,162,69.53,Low (<75%)
GTC1780,233,190,81.55,Good (75%+)
GTC1781,233,168,72.1,Low (<75%)
GTC1782,233,177,75.97,Good (75%+)
GTC1783,233,157,67.38,Low (<75%)
GTC1784,233,158,67.81,Low (<75%)
GTC1785,233,197,84.55,Good (75%+)
GTC1786,233,189,81.12,Good (75%+)
GTC1787,233,190,81.55,Good (75%+)
GTC1788,233,173,74.25,Low (<75%)
GTC1789,233,180,77.25,Good (75%+)
GTC1790,233,175,75.11,Good (75%+)
GTC1791,233,174,74.68,Low (<75%)
GTC1792,233,170,72.96,Low (<75%)
GTC1793,233,179,76.82,Good (75%+)
GTC1794,233,179,76.82,Good (75%+)
GTC1795,233,165,70.82,Low (<75%)
GTC1796,233,184,78.97,Good (75%+)
GTC1797,233,173,74.25,Low (<75%)
GTC1798,233,166,71.24,Low (<75%)
GTC1799,233,183,78.54,Good (75%+)
GTC1800,233,195,83.69,Good (75%+)
GTC1801,233,163,69.96,Low (<75%)
GTC1802,233,174,74.68,Low (<75%)
GTC1803,233,178,76.39,Good (75%+)
GTC1804,233,170,72.96,Low (<75%)
GTC1805,233,172,73.82,Low (<75%)
GTC1806,233,175,75.11,Good (75%+)
GTC1807,233,179,76.82,Good (75%+)
GTC1808,233,180,77.25,Good (75%+)
GTC1809,233,158,67.81,Low (<75%)
GTC1810,233,172,73.82,Low (<75%)
GTC1811,233,162,69.53,Low (<75%)
GTC1812,233,177,75.97,Good (75%+)
GTC1813,233,187,80.26,Good (75%+)
GTC1814,233,166,71.24,Low (<75%)
GTC1815,233,177,75.97,Good (75%+)
GTC1816,233,172,73.82,Low (<75%)
GTC1817,233,177,75.97,Good (75%+)
GTC1818,233,180,77.25,Good (75%+)
GTC1819,233,167,71.67,Low (<75%)
GTC1820,233,160,68.67,Low (<75%)
GTC1821,233,179,76.82,Good (75%+)
GTC1822,233,180,77.25,Good (75%+)
GTC1823,233,191,81.97,Good (75%+)
GTC1824,233,179,76.82,Good (75%+)
GTC1825,233,166,71.24,Low (<75%)
GTC1826,233,180,77.25,Good (75%+)
GTC1827,233,171,73.39,Low (<75%)
GTC1828,233,161,69.1,Low (<75%)
GTC1829,233,192,82.4,Good (75%+)
GTC1830,233,176,75.54,Good (75%+)
GTC1831,233,179,76.82,Good (75%+)
GTC1832,233,187,80.26,Good (75%+)
GTC1833,233,169,72.53,Low (<75%)
GTC1834,233,159,68.24,Low (<75%)
GTC1835,233,179,76.82,Good (75%+)
GTC1836,233,179,76.82,Good (75%+)
GTC1837,233,192,82.4,Good (75%+)
GTC1838,233,190,81.55,Good (75%+)
GTC1839,233,160,68.67,Low (<75%)
GTC1840,233,177,75.97,Good (75%+)
GTC1841,233,176,75.54,Good (75%+)
GTC1842,233,178,76.39,Good (75%+)
GTC1843,233,175,75.11,Good (75%+)
GTC1844,233,170,72.96,Low (<75%)
GTC1845,233,192,82.4,Good (75%+)
GTC1846,233,186,79.83,Good (75%+)
GTC1847,233,171,73.39,Low (<75%)
GTC1848,233,171,73.39,Low (<75%)
GTC1849,233,186,79.83,Good (75%+)
GTC1850,233,166,71.24,Low (<75%)
GTC1851,233,178,76.39,Good (75%+)
GTC1852,233,182,78.11,Good (75%+)
GTC1853,233,176,75.54,Good (75%+)
GTC1854,233,176,75.54,Good (75%+)
GTC1855,233,176,75.54,Good (75%+)
GTC1856,233,179,76.82,Good (75%+)
GTC1857,233,180,77.25,Good (75%+)
GTC1858,233,170,72.96,Low (<75%)
GTC1859,233,180,77.25,Good (75%+)
GTC1860,233,179,76.82,Good (75%+)
GTC1861,233,168,72.1,Low (<75%)
GTC1862,233,184,78.97,Good (75%+)
GTC1863,233,164,70.39,Low (<75%)
GTC1864,233,169,72.53,Low (<75%)
GTC1865,233,183,78.54,Good (75%+)
GTC1866,233,164,70.39,Low (<75%)
GTC1867,233,164,70.39,Low (<75%)
GTC1868,233,161,69.1,Low (<75%)
GTC1869,233,170,72.96,Low (<75%)
GTC1870,233,161,69.1,Low (<75%)
GTC1871,233,175,75.11,Good (75%+)
GTC1872,233,178,76.39,Good (75%+)
GTC1873,233,174,74.68,Low (<75%)
GTC1874,233,180,77.25,Good (75%+)
GTC1875,233,176,75.54,Good (75%+)
GTC1876,233,171,73.39,Low (<75%)
GTC1877,233,180,77.25,Good (75%+)
GTC1878,233,180,77.25,Good (75%+)
GTC1879,233,168,72.1,Low (<75%)
GTC1880,233,154,66.09,Low (<75%)
GTC1881,233,171,73.39,Low (<75%)
GTC1882,233,173,74.25,Low (<75%)
GTC1883,233,187,80.26,Good (75%+)
GTC1884,233,187,80.26,Good (75%+)
GTC1885,233,172,73.82,Low (<75%)
GTC1886,233,180,77.25,Good (75%+)
GTC1887,233,187,80.26,Good (75%+)
GTC1888,233,162,69.53,Low (<75%)
GTC1889,233,170,72.96,Low (<75%)
GTC1890,233,164,70.39,Low (<75%)
GTC1891,233,170,72.96,Low (<75%)
GTC1892,233,187,80.26,Good (75%+)
GTC1893,233,163,69.96,Low (<75%)
GTC1894,233,170,72.96,Low (<75%)
GTC1895,233,183,78.54,Good (75%+)
GTC1896,233,176,75.54,Good (75%+)
GTC1897,233,172,73.82,Low (<75%)
GTC1898,233,176,75.54,Good (75%+)
GTC1899,233,164,70.39,Low (<75%)
GTC1900,233,162,69.53,Low (<75%)
GTC1901,233,169,72.53,Low (<75%)
GTC1902,233,171,73.39,Low (<75%)
GTC1903,233,171,73.39,Low (<75%)
